shipment_id,order_date,region,transport_mode,shipment_type,shipment_volume_kg,distance_km,estimated_delivery_days,actual_delivery_days,delivery_delay_days,transportation_cost,handling_cost,fuel_surcharge,total_cost,weather_condition,traffic_level,on_time_delivery,customer_rating
SHP100771,2025-11-17,West,Air,Standard,26.01,1566,2.51,3.52,1.01,1955.12,78.03,181.54,2225.64,Adverse,Low,No,4.4
SHP100772,2025-03-05,North,Road,Standard,109.64,406,7.96,9.33,1.37,778.99,328.92,102.98,1219.24,Normal,Medium,No,4.3
SHP100773,2025-05-20,South,Road,Standard,50.74,3000,55.74,55.46,-0.28,2663.85,152.22,286.77,3100.64,Normal,Low,Yes,5.0
SHP100774,2025-02-11,West,Road,Standard,37.66,175,4.44,5.41,0.97,115.33,112.98,14.02,259.24,Normal,Low,No,4.5
SHP100775,2025-11-02,North,Sea,Standard,76.61,542,16.84,17.25,0.41,352.94,229.83,40.96,630.95,Normal,Medium,Yes,4.5
SHP100776,2025-07-28,North,Road,Express,57.99,255,5.87,6.29,0.42,258.78,173.97,19.09,434.79,Normal,Low,Yes,4.8
SHP100777,2025-10-31,West,Road,Bulk,92.05,1799,34.02,35.62,1.6,2897.96,368.2,394.21,3681.72,Normal,Low,No,3.3
SHP100778,2025-03-14,West,Air,Fragile,59.46,563,1.51,2.48,0.97,1606.85,416.22,124.72,2157.61,Normal,Medium,No,4.2
SHP100779,2025-06-02,East,Air,Fragile,60.21,591,1.25,3.19,1.94,1708.04,421.47,245.8,2417.65,Normal,Medium,No,4.7
SHP100780,2025-05-15,East,Road,Standard,90.32,829,16.26,16.17,-0.09,1310.32,270.96,108.17,1626.08,Normal,Medium,Yes,5.0
SHP100781,2025-12-28,East,Air,Standard,50.35,648,1.35,1.93,0.58,1566.09,151.05,197.4,1915.81,Normal,Medium,No,4.5
SHP100782,2025-09-21,South,Road,Standard,31.35,469,9.74,8.98,-0.76,257.31,94.05,22.03,348.01,Normal,Medium,Yes,5.0
SHP100783,2025-08-04,South,Road,Standard,78.97,326,7.0,7.0,0.0,450.52,236.91,39.92,709.23,Normal,Medium,Yes,5.0
SHP100784,2025-07-28,North,Road,Express,44.92,713,14.03,14.38,0.35,560.49,134.76,49.27,764.11,Normal,High,Yes,5.0
SHP100785,2025-07-23,West,Road,Express,62.07,801,15.65,16.63,0.98,870.07,186.21,110.77,1116.78,Normal,Low,No,4.4
SHP100786,2025-04-20,East,Air,Standard,14.99,953,1.91,3.7,1.79,685.7,44.97,75.51,810.84,Normal,Medium,No,4.0
SHP100787,2025-01-31,South,Road,Standard,49.22,1861,34.82,35.74,0.92,1602.97,147.66,223.56,1975.26,Normal,High,No,4.5
SHP100788,2025-01-12,South,Road,Bulk,39.19,197,4.67,5.55,0.88,135.11,156.76,11.84,266.96,Normal,High,No,5.0
SHP100789,2025-05-07,West,Air,Fragile,14.72,626,1.82,1.47,-0.35,442.31,103.04,54.08,604.96,Normal,Low,Yes,5.0
SHP100790,2025-11-09,North,Air,Standard,50.08,1252,2.55,2.76,0.21,3009.61,150.24,384.52,3517.72,Normal,Low,Yes,5.0
SHP100791,2025-07-13,East,Road,Bulk,51.03,607,12.0,12.22,0.22,542.07,204.12,39.91,863.01,Normal,Medium,Yes,4.8
SHP100792,2025-05-20,East,Rail,Bulk,64.51,180,3.02,2.88,-0.14,133.54,258.04,12.83,446.47,Normal,Low,Yes,5.0
SHP100793,2025-01-27,East,Road,Standard,95.78,320,7.18,9.68,2.5,536.37,287.34,55.49,881.55,Normal,High,No,3.5
SHP100794,2025-02-15,North,Air,Standard,87.66,779,1.57,1.73,0.16,3277.78,262.98,301.59,3827.25,Normal,Medium,Yes,4.3
SHP100795,2025-05-15,West,Rail,Express,40.77,763,9.1,9.97,0.87,357.74,122.31,31.84,529.52,Normal,Medium,No,4.6
SHP100796,2025-11-13,West,Sea,Bulk,58.67,941,28.18,28.52,0.34,469.27,234.68,57.15,787.96,Normal,Low,Yes,5.0
SHP100797,2025-02-27,East,Road,Bulk,69.56,423,8.95,10.47,1.52,514.92,278.24,40.9,842.97,Adverse,Medium,No,4.1
SHP100798,2025-01-13,East,Road,Standard,41.43,750,14.62,13.54,-1.08,543.77,124.29,67.34,699.87,Normal,Medium,Yes,5.0
SHP100799,2025-04-10,West,Road,Standard,21.26,386,8.49,10.08,1.59,143.61,63.78,20.7,220.76,Normal,High,No,4.7
SHP100800,2025-02-18,East,Road,Express,47.13,750,15.18,16.54,1.36,618.58,141.39,68.58,831.28,Normal,Low,No,4.7
SHP100801,2025-10-18,North,Road,Express,97.92,669,13.35,14.65,1.3,1146.4,293.76,131.87,1582.19,Adverse,Low,No,4.1
SHP100802,2025-04-04,East,Sea,Standard,20.65,414,13.61,14.51,0.9,72.67,61.95,4.81,150.4,Normal,Medium,No,4.2
SHP100803,2025-04-05,East,Road,Bulk,29.48,1531,28.93,28.51,-0.42,789.84,117.92,108.84,1042.18,Normal,Low,Yes,5.0
SHP100804,2025-05-25,South,Road,Fragile,33.27,254,5.64,7.55,1.91,147.89,232.89,12.67,440.41,Normal,Medium,No,3.4
SHP100805,2025-03-13,West,Air,Bulk,29.68,601,1.6,3.9,2.3,856.21,118.72,98.77,1109.14,Normal,High,No,4.5
SHP100806,2025-01-10,West,Road,Bulk,76.79,409,9.03,9.17,0.14,549.62,307.16,81.41,958.86,Normal,Medium,Yes,5.0
SHP100807,2025-06-11,West,Air,Fragile,36.76,1783,3.63,5.97,2.34,3146.07,257.32,357.38,3716.75,Normal,High,No,2.9
SHP100808,2025-08-02,South,Road,Express,77.89,903,17.7,16.29,-1.41,1230.86,233.67,154.13,1660.18,Normal,Low,Yes,5.0
SHP100809,2025-01-04,North,Road,Express,54.32,455,9.69,10.27,0.58,432.52,162.96,43.29,667.43,Normal,Low,No,3.8
SHP100810,2025-08-12,West,Road,Standard,17.8,557,11.4,10.94,-0.46,173.51,53.4,11.35,229.31,Normal,Low,Yes,4.7
SHP100811,2025-01-29,West,Road,Fragile,41.95,1809,34.44,34.56,0.12,1328.03,293.65,175.01,1797.74,Normal,Medium,Yes,4.7
SHP100812,2025-10-29,North,Sea,Standard,89.05,386,12.64,14.16,1.52,292.17,267.15,18.45,580.07,Normal,High,No,3.7
SHP100813,2025-07-22,West,Road,Fragile,57.69,246,5.87,5.15,-0.72,248.36,403.83,30.56,667.42,Normal,Low,Yes,5.0
SHP100814,2025-03-18,West,Road,Standard,43.77,763,14.79,15.46,0.67,584.44,131.31,36.27,690.84,Normal,Medium,No,5.0
SHP100815,2025-02-28,East,Road,Standard,98.55,772,15.18,16.31,1.13,1331.41,295.65,183.21,1771.19,Adverse,Medium,No,5.0
SHP100816,2025-07-15,East,Road,Standard,27.8,938,18.46,18.58,0.12,456.34,83.4,33.85,541.86,Normal,High,Yes,4.9
SHP100817,2025-11-18,South,Sea,Standard,37.54,941,28.57,28.62,0.05,300.26,112.62,31.91,375.92,Normal,Low,Yes,5.0
SHP100818,2025-04-17,North,Road,Fragile,84.63,1721,32.72,33.28,0.56,2548.84,592.41,289.91,3392.2,Normal,Low,No,5.0
SHP100819,2025-12-08,South,Rail,Fragile,75.94,253,3.64,7.51,3.87,220.95,531.58,22.36,814.82,Adverse,Low,No,3.5
SHP100820,2025-01-09,West,Sea,Express,26.45,335,10.91,10.28,-0.63,75.32,79.35,6.83,178.5,Normal,Medium,Yes,5.0
SHP100821,2025-01-20,North,Rail,Standard,68.29,936,11.19,12.29,1.1,735.07,204.87,75.05,981.01,Normal,Low,No,4.1
SHP100822,2025-05-29,South,Sea,Standard,36.41,354,11.63,11.92,0.29,109.56,109.23,9.64,204.34,Normal,High,Yes,4.5
SHP100823,2025-01-17,South,Road,Standard,14.31,292,6.57,7.71,1.14,73.12,42.93,7.27,166.35,Normal,Medium,No,4.6
SHP100824,2025-01-12,East,Road,Standard,44.26,1814,33.94,35.22,1.28,1405.03,132.78,129.69,1709.66,Normal,Medium,No,4.6
SHP100825,2025-03-23,West,Road,Bulk,136.06,267,5.99,7.48,1.49,635.74,544.24,70.54,1252.97,Adverse,Medium,No,3.9
SHP100826,2025-03-08,South,Air,Standard,89.88,536,1.2,1.0,-0.2,2312.43,269.64,188.26,2811.45,Normal,Low,Yes,5.0
SHP100827,2025-05-13,South,Sea,Standard,51.62,629,18.91,18.09,-0.82,275.99,154.86,41.12,445.16,Normal,Medium,Yes,4.8
SHP100828,2025-02-22,West,Road,Standard,19.9,1335,25.68,25.32,-0.36,464.91,59.7,48.85,581.42,Normal,High,Yes,5.0
SHP100829,2025-07-25,South,Rail,Standard,14.58,233,3.43,6.11,2.68,39.07,43.74,3.03,100.0,Normal,High,No,3.1
SHP100830,2025-08-21,North,Road,Express,54.41,817,16.12,17.08,0.96,777.93,163.23,80.08,1008.48,Normal,High,No,5.0
SHP100831,2025-02-23,South,Rail,Express,65.89,398,5.09,5.41,0.32,301.58,197.67,41.61,541.84,Normal,High,Yes,4.7
SHP100832,2025-03-09,North,Road,Standard,77.27,918,18.04,17.13,-0.91,1241.34,231.81,76.92,1491.09,Normal,Low,Yes,5.0
SHP100833,2025-10-18,North,Sea,Standard,72.57,395,12.58,12.71,0.13,243.65,217.71,29.52,511.64,Normal,Low,Yes,4.4
SHP100834,2025-12-10,South,Rail,Standard,75.9,1543,17.78,17.46,-0.32,1346.81,227.7,147.23,1748.34,Normal,Low,Yes,4.6
SHP100835,2025-06-18,South,Road,Standard,61.6,396,8.56,7.42,-1.14,426.89,184.8,32.13,679.2,Normal,Medium,Yes,5.0
SHP100836,2025-06-10,West,Road,Standard,97.41,168,4.34,5.86,1.52,286.39,292.23,38.25,698.57,Adverse,Low,No,4.8
SHP100837,2025-01-15,South,Road,Bulk,39.15,421,8.54,9.51,0.97,288.44,156.6,26.88,486.5,Normal,Medium,No,5.0
SHP100838,2025-07-10,East,Road,Express,53.96,563,11.83,13.7,1.87,531.64,161.88,45.96,737.23,Normal,Medium,No,4.8
SHP100839,2025-01-15,East,Road,Express,17.84,1179,22.45,24.56,2.11,368.08,53.52,49.52,415.05,Normal,High,No,4.8
SHP100840,2025-10-14,North,Air,Standard,38.67,325,1.0,1.0,0.0,603.25,116.01,70.86,803.84,Normal,Medium,Yes,5.0
SHP100841,2025-12-29,East,Rail,Express,88.57,329,4.89,7.22,2.33,335.1,265.71,47.2,667.59,Normal,High,No,3.7
SHP100842,2025-01-10,North,Road,Express,74.6,1102,20.72,21.69,0.97,1438.66,223.8,167.88,1782.88,Normal,Low,No,4.6
SHP100843,2025-02-26,West,Road,Fragile,11.59,305,6.32,6.43,0.11,61.86,81.13,7.84,142.42,Normal,Low,Yes,3.9
SHP100844,2025-07-18,North,Air,Fragile,141.52,589,1.42,2.17,0.75,4001.05,990.64,541.26,5533.35,Normal,Medium,No,4.9
SHP100845,2025-06-10,South,Air,Standard,57.77,596,1.0,1.33,0.33,1652.68,173.31,107.3,1951.83,Normal,Low,Yes,4.9
SHP100846,2025-09-20,North,Road,Express,58.37,733,14.02,13.21,-0.81,748.74,175.11,97.22,1051.04,Normal,Low,Yes,5.0
SHP100847,2025-09-10,West,Air,Standard,37.27,430,1.36,1.57,0.21,769.25,111.81,88.64,950.93,Normal,Medium,Yes,4.6
SHP100848,2025-04-29,East,Road,Bulk,42.07,390,8.19,9.29,1.1,287.13,168.28,19.02,481.48,Normal,Low,No,4.7
SHP100849,2025-03-21,East,Road,Express,57.42,781,15.95,16.76,0.81,784.79,172.26,83.01,1060.14,Normal,Medium,No,4.2
SHP100850,2025-05-04,North,Road,Express,72.34,397,8.16,8.03,-0.13,502.58,217.02,33.88,747.12,Normal,Medium,Yes,5.0
SHP100851,2025-11-09,West,Road,Standard,63.18,308,6.72,7.94,1.22,340.54,189.54,42.99,558.32,Normal,Medium,No,3.7
SHP100852,2025-03-13,North,Road,Express,38.98,1277,24.55,25.19,0.64,871.11,116.94,95.11,1108.1,Normal,Medium,No,5.0
SHP100853,2025-06-17,West,Sea,Standard,31.09,850,25.9,26.51,0.61,224.63,93.27,32.76,344.43,Normal,Medium,No,5.0
SHP100854,2025-10-11,North,Air,Standard,29.87,1718,2.98,2.57,-0.41,2463.2,89.61,188.39,2699.3,Normal,Low,Yes,5.0
SHP100855,2025-02-05,North,Rail,Standard,92.26,1000,11.75,13.91,2.16,1060.99,276.78,121.53,1507.36,Adverse,Low,No,4.1
SHP100856,2025-11-08,North,Road,Fragile,86.39,324,7.15,7.63,0.48,489.83,604.73,38.72,1095.26,Normal,Medium,Yes,4.8
SHP100857,2025-06-24,South,Road,Standard,68.8,685,14.0,12.85,-1.15,824.74,206.4,95.06,1122.9,Normal,Medium,Yes,5.0
SHP100858,2025-07-18,East,Rail,Standard,91.91,372,5.12,5.3,0.18,393.19,275.73,49.16,729.35,Normal,Medium,Yes,5.0
SHP100859,2025-04-26,North,Road,Bulk,49.41,262,5.81,6.41,0.6,226.54,197.64,28.32,468.44,Normal,Medium,No,4.5
SHP100860,2025-11-11,West,Road,Standard,82.44,508,10.19,10.3,0.11,732.89,247.32,97.74,1083.88,Normal,Low,Yes,5.0
SHP100861,2025-08-08,South,Road,Express,70.72,1115,21.3,22.67,1.37,1379.92,212.16,188.8,1677.91,Normal,Medium,No,4.3
SHP100862,2025-03-07,East,Air,Standard,83.63,756,1.24,1.12,-0.12,3034.77,250.89,203.19,3464.26,Normal,Medium,Yes,5.0
SHP100863,2025-09-22,South,Road,Standard,28.13,302,6.73,6.84,0.11,148.67,84.39,13.51,256.94,Normal,Medium,Yes,4.9
SHP100864,2025-05-14,South,Road,Fragile,10.65,499,10.48,14.22,3.74,93.0,74.55,11.33,175.06,Adverse,Medium,No,3.4
SHP100865,2025-04-29,East,Air,Standard,61.12,601,1.31,1.11,-0.2,1763.19,183.36,184.91,2149.37,Normal,Medium,Yes,5.0
SHP100866,2025-05-02,North,Road,Express,43.41,257,6.3,6.82,0.52,195.24,130.23,15.06,376.28,Normal,Medium,No,5.0
SHP100867,2025-11-17,North,Road,Express,12.86,962,19.13,19.2,0.07,216.5,38.58,23.76,296.57,Normal,Medium,Yes,5.0
SHP100868,2025-03-28,West,Road,Express,100.17,573,11.7,11.51,-0.19,1004.45,300.51,97.1,1376.55,Normal,Low,Yes,5.0
SHP100869,2025-10-16,West,Road,Fragile,86.52,303,6.88,8.59,1.71,458.77,605.64,43.63,1089.2,Normal,Medium,No,4.3
SHP100870,2025-05-17,South,Air,Standard,64.05,293,1.0,1.0,0.0,900.8,192.15,119.7,1269.75,Normal,Low,Yes,4.6
SHP100871,2025-02-22,South,Road,Standard,32.21,1191,22.76,23.39,0.63,671.34,96.63,64.91,826.61,Normal,Low,No,4.2
SHP100872,2025-07-24,East,Road,Fragile,17.37,527,11.1,11.44,0.34,160.19,121.59,9.99,288.44,Normal,High,Yes,5.0
SHP100873,2025-12-14,South,Air,Express,12.76,1251,2.18,2.24,0.06,766.21,38.28,49.98,872.31,Normal,High,Yes,5.0
SHP100874,2025-02-20,North,Air,Bulk,38.51,1543,3.15,1.6,-1.55,2852.2,154.04,390.93,3440.48,Normal,Low,Yes,5.0
SHP100875,2025-11-23,North,Air,Bulk,76.5,1141,2.43,4.58,2.15,4189.75,306.0,613.61,5077.81,Adverse,Medium,No,3.4
SHP100876,2025-02-09,East,Road,Bulk,43.67,485,10.21,12.0,1.79,370.65,174.68,45.2,573.17,Normal,Low,No,3.5
SHP100877,2025-09-07,East,Road,Express,69.25,165,3.91,6.0,2.09,199.96,207.75,18.55,370.13,Adverse,Medium,No,4.4
SHP100878,2025-08-06,North,Sea,Standard,71.12,772,23.48,24.1,0.62,466.69,213.36,67.42,737.1,Normal,High,No,5.0
SHP100879,2025-06-28,North,Air,Fragile,75.9,2054,3.72,6.25,2.53,7483.13,531.3,895.37,8929.67,Normal,High,No,3.4
SHP100880,2025-02-08,North,Road,Express,15.61,637,12.54,13.68,1.14,174.01,46.83,23.66,231.76,Normal,Medium,No,5.0
SHP100881,2025-07-02,East,Road,Standard,33.92,218,5.12,4.54,-0.58,129.4,101.76,16.68,309.44,Normal,Medium,Yes,5.0
SHP100882,2025-08-12,North,Road,Bulk,68.56,448,9.53,12.23,2.7,537.51,274.24,50.59,866.41,Normal,Medium,No,4.4
SHP100883,2025-06-13,North,Sea,Bulk,111.8,588,18.16,19.08,0.92,558.78,447.2,57.6,1060.0,Normal,Medium,No,4.9
SHP100884,2025-08-22,West,Road,Express,95.34,355,7.44,8.96,1.52,592.3,286.02,45.46,911.46,Normal,High,No,3.9
SHP100885,2025-07-12,North,Road,Standard,62.26,159,3.64,5.24,1.6,173.24,186.78,14.95,327.37,Normal,High,No,4.1
SHP100886,2025-03-26,East,Road,Standard,100.73,616,12.3,13.1,0.8,1085.87,302.19,141.2,1526.09,Normal,Medium,No,4.2
SHP100887,2025-08-31,North,Rail,Fragile,62.0,422,5.68,6.28,0.6,300.89,434.0,42.26,789.69,Normal,Medium,No,4.1
SHP100888,2025-06-22,North,Air,Bulk,20.31,1723,2.83,4.82,1.99,1679.72,81.24,210.3,1967.13,Normal,Low,No,4.0
SHP100889,2025-02-06,North,Road,Standard,75.21,687,13.7,13.47,-0.23,904.21,225.63,92.11,1230.04,Normal,Low,Yes,4.6
SHP100890,2025-03-28,West,Air,Standard,97.1,842,1.64,3.61,1.97,3924.39,291.3,266.02,4458.24,Normal,High,No,4.0
SHP100891,2025-05-09,West,Sea,Bulk,130.46,609,18.73,20.77,2.04,675.33,521.84,43.98,1197.58,Adverse,Medium,No,5.0
SHP100892,2025-07-13,West,Road,Standard,37.89,684,13.85,13.73,-0.12,453.54,113.67,42.49,605.99,Normal,Medium,Yes,5.0
SHP100893,2025-11-15,South,Road,Express,26.4,262,6.37,8.29,1.92,121.04,79.2,12.32,220.28,Normal,Medium,No,3.9
SHP100894,2025-02-12,East,Road,Bulk,82.57,367,8.12,9.53,1.41,530.31,330.28,60.89,915.57,Normal,High,No,4.1
SHP100895,2025-12-22,North,Air,Standard,66.35,1183,2.05,2.02,-0.03,3767.62,199.05,228.26,4202.05,Normal,Low,Yes,4.8
SHP100896,2025-06-08,South,Rail,Express,63.14,729,9.4,10.83,1.43,529.33,189.42,78.91,824.85,Normal,High,No,5.0
SHP100897,2025-04-15,West,Rail,Standard,101.49,522,6.85,10.13,3.28,609.24,304.47,56.51,997.27,Normal,High,No,3.0
SHP100898,2025-08-17,North,Air,Standard,82.4,849,1.59,4.53,2.94,3357.96,247.2,457.79,4092.96,Normal,High,No,3.7
SHP100899,2025-08-05,North,Road,Fragile,69.75,859,16.62,18.75,2.13,1048.52,488.25,113.39,1685.35,Normal,Medium,No,4.3
SHP100900,2025-09-21,North,Sea,Express,40.68,1943,57.29,59.57,2.28,671.85,122.04,48.2,859.49,Normal,Low,No,4.5
SHP100901,2025-02-18,North,Road,Bulk,78.85,711,14.17,14.11,-0.06,981.09,315.4,129.29,1438.25,Normal,Medium,Yes,4.9
SHP100902,2025-12-18,North,Road,Express,25.75,362,7.57,8.49,0.92,163.13,77.25,20.21,328.59,Normal,Medium,No,4.2
SHP100903,2025-05-03,East,Rail,Standard,61.9,610,7.54,7.6,0.06,434.23,185.7,46.67,694.02,Normal,Low,Yes,5.0
SHP100904,2025-10-30,South,Air,Standard,52.01,908,1.7,2.7,1.0,2266.8,156.03,240.98,2634.24,Adverse,Medium,No,5.0
SHP100905,2025-01-25,West,Road,Standard,19.73,1124,21.43,22.2,0.77,388.09,59.19,26.34,408.41,Normal,Medium,No,4.5
SHP100906,2025-05-11,West,Air,Standard,66.46,267,1.06,1.87,0.81,851.75,199.38,101.38,1144.07,Normal,High,No,4.3
SHP100907,2025-08-12,South,Sea,Standard,37.94,747,23.04,24.27,1.23,240.9,113.82,34.21,410.8,Normal,Low,No,4.5
SHP100908,2025-04-09,South,Road,Standard,65.59,397,8.63,8.71,0.08,455.69,196.77,31.17,717.19,Normal,Medium,Yes,4.2
SHP100909,2025-12-18,South,Sea,Express,30.0,476,15.31,15.35,0.04,121.38,90.0,10.16,177.77,Normal,Medium,Yes,4.9
SHP100910,2025-10-17,East,Road,Fragile,82.84,1035,19.79,22.12,2.33,1500.44,579.88,211.87,2317.72,Normal,Medium,No,4.5
SHP100911,2025-07-16,South,Road,Express,121.11,980,18.87,20.02,1.15,2077.04,363.33,177.78,2657.86,Normal,High,No,4.9
SHP100912,2025-04-19,East,Road,Fragile,25.76,448,9.71,11.74,2.03,201.96,180.32,24.0,427.59,Normal,Medium,No,4.0
SHP100913,2025-12-14,South,Sea,Standard,29.97,596,18.56,20.1,1.54,151.83,89.91,16.42,272.71,Normal,High,No,5.0
SHP100914,2025-08-08,East,Rail,Standard,23.21,484,5.81,6.56,0.75,129.19,69.63,14.68,208.85,Normal,Medium,No,5.0
SHP100915,2025-09-21,South,Road,Express,46.98,3000,55.8,56.0,0.2,2466.45,140.94,240.28,2831.57,Normal,Medium,Yes,5.0
SHP100916,2025-07-27,South,Road,Express,65.04,758,15.15,15.55,0.4,862.76,195.12,75.06,1160.43,Normal,Low,Yes,4.2
SHP100917,2025-11-15,West,Rail,Standard,76.29,410,5.49,5.38,-0.11,359.71,228.87,23.15,632.15,Normal,Low,Yes,4.2
SHP100918,2025-03-23,West,Road,Fragile,61.24,1345,25.42,25.48,0.06,1441.44,428.68,183.04,2041.71,Normal,Low,Yes,5.0
SHP100919,2025-01-25,North,Sea,Fragile,75.05,1371,41.14,41.76,0.62,874.6,525.35,111.2,1600.12,Normal,Low,No,4.8
SHP100920,2025-07-05,West,Air,Express,50.99,1741,2.7,3.73,1.03,4261.13,152.97,512.89,4874.15,Normal,Low,No,5.0
SHP100921,2025-01-08,South,Road,Standard,37.68,2050,38.5,38.93,0.43,1351.77,113.04,159.41,1616.1,Normal,Low,Yes,4.2
SHP100922,2025-05-04,West,Sea,Fragile,30.42,959,29.33,31.95,2.62,247.97,212.94,20.32,454.23,Adverse,Low,No,3.7
SHP100923,2025-05-29,West,Road,Express,47.96,536,11.09,12.29,1.2,449.86,143.88,27.9,635.09,Normal,High,No,4.9
SHP100924,2025-04-08,South,Sea,Fragile,30.86,581,18.31,17.46,-0.85,152.4,216.02,20.24,320.45,Normal,Low,Yes,5.0
SHP100925,2025-08-04,North,Rail,Fragile,63.98,554,6.69,8.14,1.45,407.62,447.86,42.47,942.38,Adverse,Medium,No,4.8
SHP100926,2025-04-11,South,Rail,Fragile,31.15,521,6.68,7.15,0.47,186.64,218.05,16.35,456.23,Normal,Low,Yes,4.7
SHP100927,2025-08-06,East,Road,Express,40.04,1286,24.57,24.86,0.29,901.1,120.12,62.33,1092.91,Normal,High,Yes,4.9
SHP100928,2025-09-16,East,Sea,Standard,92.01,650,19.79,20.57,0.78,508.36,276.03,33.37,806.89,Normal,High,No,4.1
SHP100929,2025-12-22,South,Road,Fragile,96.72,1109,21.58,22.23,0.65,1877.09,677.04,171.56,2750.77,Normal,Medium,No,4.8
SHP100930,2025-01-11,North,Road,Express,95.1,943,18.14,18.12,-0.02,1569.39,285.3,207.83,2074.02,Normal,Medium,Yes,5.0
SHP100931,2025-02-28,West,Road,Fragile,51.46,355,7.48,9.33,1.85,319.7,360.22,45.62,758.85,Normal,Low,No,4.3
SHP100932,2025-09-07,West,Rail,Standard,38.56,253,3.72,4.88,1.16,112.19,115.68,15.79,239.37,Normal,High,No,4.1
SHP100933,2025-05-20,East,Road,Standard,69.28,329,7.15,9.1,1.95,398.88,207.84,56.96,657.33,Normal,High,No,4.8
SHP100934,2025-12-01,North,Air,Bulk,31.53,514,1.23,2.86,1.63,777.91,126.12,110.23,1051.97,Normal,High,No,3.9
SHP100935,2025-02-07,South,Sea,Fragile,78.3,700,21.45,24.56,3.11,465.88,548.1,50.06,1086.22,Adverse,Medium,No,4.4
SHP100936,2025-05-02,North,Road,Bulk,36.59,455,9.83,11.35,1.52,291.35,146.36,23.23,454.85,Normal,Medium,No,3.7
SHP100937,2025-03-06,West,Air,Fragile,46.85,957,1.64,3.07,1.43,2152.1,327.95,283.7,2776.62,Normal,High,No,4.5
SHP100938,2025-05-26,North,Road,Express,79.23,486,9.92,11.49,1.57,673.85,237.69,53.39,971.4,Normal,Low,No,5.0
SHP100939,2025-10-29,East,Air,Express,16.9,749,1.67,3.13,1.46,607.59,50.7,51.07,725.71,Adverse,Medium,No,4.0
SHP100940,2025-05-05,South,Air,Bulk,37.49,693,1.22,1.68,0.46,1247.07,149.96,101.0,1542.46,Normal,Low,Yes,4.8
SHP100941,2025-11-08,East,Road,Express,64.73,1687,31.61,33.11,1.5,1910.99,194.19,203.23,2296.17,Normal,High,No,4.8
SHP100942,2025-07-10,East,Air,Express,72.31,380,1.02,1.41,0.39,1318.93,216.93,117.34,1630.64,Normal,Low,Yes,3.8
SHP100943,2025-09-20,West,Road,Standard,66.11,2190,41.24,41.88,0.64,2533.67,198.33,187.17,2928.75,Normal,Low,No,5.0
SHP100944,2025-12-27,North,Road,Express,46.52,469,9.98,11.13,1.15,381.81,139.56,38.48,541.07,Adverse,Medium,No,4.4
SHP100945,2025-10-23,North,Air,Fragile,83.5,311,1.0,2.67,1.67,1246.49,584.5,172.83,1971.93,Normal,Medium,No,4.9
SHP100946,2025-07-01,North,Road,Standard,29.83,577,11.52,12.38,0.86,301.21,89.49,33.54,459.01,Normal,Medium,No,4.2
SHP100947,2025-06-08,West,Road,Standard,29.09,3000,55.81,57.26,1.45,1527.22,87.27,212.36,1816.8,Adverse,Low,No,3.7
SHP100948,2025-12-19,West,Road,Standard,64.38,1064,20.69,20.54,-0.15,1198.76,193.14,93.06,1419.57,Normal,Low,Yes,4.8
SHP100949,2025-11-04,East,Air,Standard,27.91,906,1.86,1.61,-0.25,1213.75,83.73,91.06,1418.2,Normal,Medium,Yes,4.9
SHP100950,2025-10-14,East,Road,Standard,123.33,1007,19.82,21.4,1.58,2173.38,369.99,242.99,2771.03,Normal,High,No,4.2
SHP100951,2025-06-11,East,Road,Express,38.1,426,8.69,10.97,2.28,284.04,114.3,28.89,447.45,Adverse,High,No,3.8
SHP100952,2025-09-20,North,Air,Bulk,82.67,778,1.42,2.31,0.89,3087.23,330.68,368.66,3824.49,Normal,Medium,No,3.7
SHP100953,2025-08-05,West,Air,Express,25.18,651,1.68,2.8,1.12,786.82,75.54,103.48,972.48,Normal,High,No,4.5
SHP100954,2025-06-30,South,Road,Standard,109.59,1758,32.8,32.13,-0.67,3371.54,328.77,430.27,4059.33,Normal,Medium,Yes,5.0
SHP100955,2025-04-01,South,Road,Standard,53.42,612,12.19,11.84,-0.35,572.13,160.26,82.85,746.51,Normal,Medium,Yes,5.0
SHP100956,2025-01-17,East,Road,Fragile,37.52,528,10.62,12.04,1.42,346.68,262.64,33.23,619.02,Normal,Medium,No,4.5
SHP100957,2025-05-05,North,Road,Standard,44.73,343,7.05,7.03,-0.02,268.49,134.19,21.1,421.79,Normal,Medium,Yes,5.0
SHP100958,2025-09-17,North,Road,Bulk,34.17,702,13.92,14.17,0.25,419.78,136.68,46.0,644.46,Normal,Medium,Yes,4.3
SHP100959,2025-12-21,West,Air,Express,46.78,764,1.76,1.55,-0.21,1715.52,140.34,120.03,1986.08,Normal,Medium,Yes,5.0
SHP100960,2025-08-02,North,Rail,Fragile,26.05,336,4.57,5.09,0.52,100.66,182.35,8.66,383.27,Normal,Medium,No,4.8
SHP100961,2025-08-27,East,Rail,Standard,38.2,834,10.27,11.58,1.31,366.38,114.6,28.84,457.61,Normal,Low,No,4.3
SHP100962,2025-06-29,North,Road,Fragile,81.83,739,14.93,14.73,-0.2,1058.27,572.81,101.27,1736.59,Normal,Low,Yes,4.4
SHP100963,2025-06-21,South,Air,Standard,59.42,1135,2.05,5.35,3.3,3237.2,178.26,226.63,3626.5,Adverse,Medium,No,4.1
